"Attrition","Age","JobRole","Department","JobSatisfaction","WorkLifeBalance","YearsAtCompany","OverTime","Education","EnvironmentSatisfaction","JobInvolvement","RelationshipSatisfaction","Gender","YearsInCurrentRole","JobLevel","TotalWorkingYears","EducationField","EmployeeNumber","PerformanceRating"
"No",20,"Sales Representative","Sales",1,3,2,"No",1,4,3,1,"Male",2,1,2,"Life Sciences",1680,3
"No",33,"Sales Executive","Sales",4,3,6,"Yes",3,3,3,3,"Female",5,2,7,"Life Sciences",1681,4
"No",36,"Healthcare Representative","Research & Development",3,2,3,"No",4,1,3,2,"Male",2,2,10,"Life Sciences",1682,3
"No",44,"Human Resources","Human Resources",4,3,2,"Yes",3,3,3,1,"Female",2,1,8,"Life Sciences",1683,3
"Yes",23,"Laboratory Technician","Research & Development",3,3,5,"Yes",1,4,2,1,"Male",4,1,5,"Medical",1684,3
"No",38,"Laboratory Technician","Research & Development",3,2,0,"No",2,4,3,4,"Female",0,1,7,"Medical",1687,3
"No",53,"Healthcare Representative","Research & Development",4,3,4,"No",4,2,4,3,"Male",3,3,11,"Medical",1689,3
"Yes",48,"Sales Representative","Sales",3,3,9,"Yes",2,4,3,3,"Female",7,1,19,"Medical",1691,3
"Yes",32,"Laboratory Technician","Research & Development",2,3,1,"No",4,4,3,1,"Male",0,1,1,"Life Sciences",1692,3
"No",26,"Laboratory Technician","Research & Development",4,3,7,"No",3,4,3,3,"Male",7,1,7,"Medical",1693,4
"No",55,"Research Scientist","Research & Development",2,3,4,"No",3,1,2,4,"Male",2,1,8,"Technical Degree",1694,3
"No",34,"Laboratory Technician","Research & Development",4,4,15,"No",2,2,2,3,"Male",10,2,15,"Medical",1696,3
"No",60,"Healthcare Representative","Research & Development",4,4,1,"No",4,3,1,3,"Male",0,3,19,"Medical",1697,4
"No",33,"Laboratory Technician","Research & Development",2,3,14,"No",3,2,4,4,"Male",11,1,14,"Medical",1698,3
"No",37,"Sales Executive","Sales",4,2,6,"No",4,3,1,3,"Male",3,2,6,"Medical",1700,3
"No",34,"Research Scientist","Research & Development",4,3,10,"No",3,2,2,2,"Female",9,1,10,"Life Sciences",1701,3
"Yes",23,"Sales Representative","Sales",4,3,3,"Yes",3,3,3,2,"Male",2,1,3,"Life Sciences",1702,4
"No",44,"Healthcare Representative","Research & Development",4,3,8,"Yes",3,3,4,2,"Female",7,3,9,"Life Sciences",1703,3
"No",35,"Research Scientist","Research & Development",4,4,5,"Yes",4,1,2,3,"Male",4,1,6,"Medical",1704,3
"No",43,"Sales Executive","Sales",4,3,10,"Yes",3,4,3,1,"Male",9,2,10,"Medical",1706,3
"No",24,"Research Scientist","Research & Development",3,3,5,"No",3,3,4,4,"Male",3,1,5,"Medical",1707,3
"No",41,"Sales Executive","Sales",3,3,10,"No",3,4,3,2,"Male",8,3,10,"Marketing",1708,3
"No",29,"Laboratory Technician","Research & Development",3,3,5,"No",4,4,3,3,"Female",3,1,9,"Medical",1709,3
"No",36,"Sales Representative","Sales",4,2,13,"No",4,3,3,3,"Female",7,2,17,"Life Sciences",1710,3
"No",45,"Healthcare Representative","Research & Development",3,2,23,"No",1,3,2,4,"Male",15,3,25,"Life Sciences",1712,4
"Yes",24,"Human Resources","Human Resources",3,3,1,"No",1,4,1,3,"Male",0,1,1,"Human Resources",1714,3
"Yes",47,"Sales Executive","Sales",3,1,23,"No",3,3,1,3,"Male",5,4,25,"Life Sciences",1716,3
"No",26,"Laboratory Technician","Research & Development",3,4,3,"No",4,4,1,3,"Male",2,1,3,"Medical",1718,3
"No",45,"Research Director","Research & Development",2,3,21,"No",2,4,2,3,"Female",6,4,21,"Technical Degree",1719,3
"No",32,"Research Scientist","Research & Development",3,2,5,"No",3,1,3,1,"Male",2,1,10,"Life Sciences",1720,3
"No",31,"Laboratory Technician","Research & Development",3,4,5,"No",4,2,3,4,"Male",2,1,6,"Life Sciences",1721,3
"No",41,"Human Resources","Human Resources",2,3,3,"No",3,3,1,2,"Male",2,2,10,"Human Resources",1722,3
"No",40,"Manufacturing Director","Research & Development",1,3,1,"Yes",2,2,3,2,"Female",0,2,18,"Life Sciences",1724,3
"No",24,"Laboratory Technician","Research & Development",1,4,6,"No",1,2,3,2,"Male",2,1,6,"Medical",1725,3
"No",46,"Healthcare Representative","Research & Development",2,3,10,"No",4,3,3,4,"Male",7,2,19,"Life Sciences",1727,3
"No",35,"Manufacturing Director","Research & Development",3,3,7,"No",4,4,3,2,"Male",7,2,17,"Life Sciences",1728,3
"No",30,"Research Scientist","Research & Development",4,2,10,"No",1,2,3,2,"Male",0,1,10,"Life Sciences",1729,3
"No",47,"Sales Executive","Sales",2,1,1,"No",4,3,3,4,"Male",0,2,4,"Marketing",1731,3
"No",46,"Sales Executive","Sales",4,2,10,"Yes",3,3,3,2,"Male",6,3,13,"Life Sciences",1732,3
"Yes",36,"Sales Executive","Sales",1,3,2,"Yes",5,2,2,2,"Male",2,2,16,"Marketing",1733,3
"Yes",32,"Sales Executive","Sales",2,3,0,"No",2,1,1,2,"Male",0,2,10,"Life Sciences",1734,3
"No",23,"Laboratory Technician","Research & Development",2,1,3,"No",1,3,3,3,"Female",2,1,3,"Medical",1735,3
"No",31,"Manufacturing Director","Research & Development",4,2,5,"No",1,4,3,4,"Female",4,2,9,"Technical Degree",1736,4
"No",39,"Laboratory Technician","Research & Development",4,3,9,"Yes",3,4,3,4,"Male",8,2,9,"Life Sciences",1737,3
"No",32,"Sales Executive","Sales",3,1,4,"No",3,4,1,3,"Male",3,3,10,"Life Sciences",1739,3
"No",40,"Manager","Sales",2,2,21,"No",4,2,3,2,"Male",8,5,21,"Medical",1740,3
"No",45,"Human Resources","Human Resources",3,4,5,"No",3,3,1,3,"Female",0,3,9,"Life Sciences",1744,4
"No",30,"Research Scientist","Research & Development",1,3,9,"No",4,4,2,4,"Female",7,1,10,"Technical Degree",1745,3
"No",24,"Human Resources","Human Resources",4,3,2,"No",3,1,3,4,"Male",2,1,3,"Medical",1746,3
"Yes",30,"Human Resources","Human Resources",4,2,4,"No",3,3,2,3,"Female",2,1,6,"Human Resources",1747,3
"No",31,"Sales Executive","Sales",3,3,5,"No",3,1,3,3,"Male",2,2,6,"Technical Degree",1749,3
"No",27,"Research Scientist","Research & Development",4,2,6,"No",3,3,3,3,"Female",2,1,6,"Medical",1751,3
"Yes",29,"Sales Representative","Sales",2,3,2,"No",3,2,1,3,"Female",2,1,2,"Marketing",1752,3
"No",29,"Healthcare Representative","Research & Development",3,4,3,"Yes",3,4,4,4,"Male",2,2,10,"Life Sciences",1753,3
"No",30,"Sales Executive","Sales",1,3,7,"No",2,3,2,1,"Male",7,3,12,"Marketing",1754,3
"No",34,"Research Scientist","Research & Development",4,3,5,"Yes",4,4,4,1,"Male",0,1,6,"Medical",1755,3
"No",33,"Sales Executive","Sales",2,2,11,"No",3,4,3,4,"Female",7,2,13,"Marketing",1756,3
"No",49,"Sales Executive","Sales",4,4,5,"No",4,4,3,3,"Female",1,2,8,"Marketing",1757,3
"Yes",33,"Sales Executive","Sales",1,2,0,"Yes",3,1,3,3,"Female",0,3,11,"Life Sciences",1758,4
"No",38,"Laboratory Technician","Research & Development",2,2,6,"No",2,3,2,2,"Female",1,1,9,"Medical",1760,3
"Yes",31,"Sales Executive","Sales",3,3,1,"No",4,1,3,1,"Male",0,3,10,"Marketing",1761,3
"No",29,"Research Scientist","Research & Development",1,3,1,"No",3,4,2,3,"Female",0,1,1,"Technical Degree",1762,3
"No",30,"Healthcare Representative","Research & Development",3,3,7,"No",3,3,4,3,"Male",0,2,10,"Life Sciences",1763,3
"No",32,"Research Scientist","Research & Development",2,3,7,"No",4,2,3,2,"Male",7,1,12,"Technical Degree",1764,3
"No",38,"Healthcare Representative","Research & Development",4,3,1,"Yes",3,2,1,3,"Male",0,2,15,"Medical",1766,3
"Yes",43,"Research Scientist","Research & Development",3,3,1,"Yes",3,3,2,4,"Male",0,1,6,"Technical Degree",1767,3
"No",42,"Laboratory Technician","Research & Development",2,2,5,"No",3,2,3,2,"Male",3,1,7,"Medical",1768,4
"No",55,"Research Director","Research & Development",1,3,1,"No",3,3,2,2,"Male",0,5,34,"Medical",1770,3
"No",33,"Research Scientist","Research & Development",2,2,9,"No",3,4,3,4,"Male",8,2,11,"Technical Degree",1771,3
"No",41,"Laboratory Technician","Research & Development",1,3,5,"No",4,3,3,2,"Male",3,1,5,"Life Sciences",1772,4
"No",34,"Sales Executive","Sales",3,3,15,"Yes",3,4,3,3,"Male",14,2,15,"Life Sciences",1774,3
"No",53,"Manufacturing Director","Research & Development",3,2,3,"Yes",4,1,2,4,"Female",2,4,27,"Medical",1775,4
"No",43,"Human Resources","Human Resources",4,3,9,"No",3,2,3,2,"Male",7,1,10,"Life Sciences",1778,3
"No",34,"Sales Executive","Sales",4,3,2,"No",2,4,1,1,"Female",2,2,6,"Life Sciences",1779,3
"Yes",21,"Sales Representative","Sales",2,3,1,"No",1,2,3,2,"Male",0,1,1,"Marketing",1780,3
"No",38,"Laboratory Technician","Research & Development",3,3,5,"No",2,4,2,2,"Female",4,1,5,"Other",1782,3
"Yes",22,"Laboratory Technician","Research & Development",1,3,1,"Yes",1,3,3,3,"Female",0,1,1,"Medical",1783,3
"No",31,"Sales Executive","Sales",4,3,12,"No",4,1,2,1,"Female",7,2,13,"Marketing",1784,3
"No",51,"Manager","Research & Development",3,3,2,"No",3,1,3,4,"Female",2,3,15,"Technical Degree",1786,3
"No",37,"Sales Executive","Sales",2,3,5,"No",2,2,2,1,"Male",2,2,5,"Marketing",1787,3
"No",46,"Research Director","Research & Development",4,3,2,"Yes",4,3,3,3,"Male",1,5,24,"Medical",1789,3
"No",36,"Healthcare Representative","Research & Development",1,3,12,"Yes",3,4,3,4,"Male",8,3,15,"Life Sciences",1790,3
"Yes",44,"Research Scientist","Research & Development",2,2,5,"Yes",2,3,3,3,"Male",3,1,6,"Medical",1792,3
"No",37,"Human Resources","Human Resources",2,2,10,"No",2,3,3,3,"Male",0,2,19,"Other",1794,3
"Yes",35,"Sales Executive","Sales",4,3,10,"Yes",3,3,3,4,"Male",7,2,10,"Life Sciences",1797,3
"No",33,"Research Scientist","Research & Development",1,3,10,"No",4,4,4,2,"Male",8,1,14,"Life Sciences",1798,3
"No",28,"Research Scientist","Research & Development",4,4,5,"No",3,3,3,3,"Male",3,1,5,"Life Sciences",1799,3
"No",39,"Research Director","Research & Development",3,3,4,"No",1,3,3,3,"Male",3,3,9,"Medical",1800,4
"No",46,"Sales Executive","Sales",2,3,2,"No",2,2,2,3,"Male",2,2,6,"Life Sciences",1801,3
"No",40,"Laboratory Technician","Research & Development",1,2,4,"No",2,3,3,4,"Female",3,1,7,"Life Sciences",1802,3
"No",42,"Healthcare Representative","Research & Development",1,2,0,"No",3,2,4,3,"Male",0,2,10,"Medical",1803,3
"No",35,"Manufacturing Director","Research & Development",4,3,7,"No",2,2,3,3,"Male",7,2,15,"Medical",1804,3
"No",38,"Human Resources","Human Resources",2,3,11,"No",3,1,3,4,"Male",10,1,13,"Human Resources",1805,3
"Yes",34,"Laboratory Technician","Research & Development",1,2,7,"No",4,4,3,3,"Male",1,2,11,"Life Sciences",1807,3
"Yes",37,"Manufacturing Director","Research & Development",1,1,10,"No",4,4,3,2,"Male",3,2,10,"Medical",1809,3
"No",39,"Sales Executive","Sales",4,3,2,"No",3,3,3,4,"Male",1,2,7,"Life Sciences",1812,3
"No",43,"Research Scientist","Research & Development",3,2,3,"No",3,1,3,3,"Male",2,1,7,"Life Sciences",1813,3
"No",41,"Healthcare Representative","Research & Development",2,1,3,"No",3,2,4,1,"Male",2,2,11,"Life Sciences",1814,3
"No",41,"Sales Executive","Sales",3,4,22,"Yes",1,3,3,4,"Female",14,3,23,"Marketing",1815,3
"No",30,"Manufacturing Director","Research & Development",3,3,7,"No",3,1,3,2,"Female",7,3,9,"Medical",1816,3
"Yes",26,"Human Resources","Human Resources",2,3,5,"Yes",2,4,3,3,"Female",1,1,6,"Medical",1818,3
"Yes",46,"Healthcare Representative","Research & Development",2,4,9,"No",2,4,3,4,"Female",7,2,13,"Medical",1821,4
"No",40,"Healthcare Representative","Research & Development",4,3,5,"No",3,3,3,4,"Female",3,2,12,"Life Sciences",1822,3
"No",34,"Sales Executive","Sales",3,3,10,"No",2,2,4,3,"Male",8,2,10,"Technical Degree",1823,4
"No",58,"Manager","Sales",2,2,16,"No",3,2,3,4,"Male",9,4,37,"Medical",1824,4
"No",35,"Laboratory Technician","Research & Development",3,4,5,"No",4,2,1,2,"Male",4,1,6,"Medical",1826,3
"No",47,"Manufacturing Director","Research & Development",2,3,22,"Yes",3,3,2,3,"Female",11,3,28,"Life Sciences",1827,3
"No",40,"Healthcare Representative","Research & Development",1,3,7,"No",3,2,3,2,"Female",4,2,15,"Life Sciences",1829,3
"No",54,"Research Scientist","Research & Development",4,2,7,"No",4,4,3,2,"Female",1,2,14,"Medical",1830,3
"No",31,"Sales Executive","Sales",1,3,3,"No",4,1,3,4,"Female",2,3,9,"Marketing",1833,3
"No",28,"Research Scientist","Research & Development",1,3,3,"No",3,3,3,3,"Female",2,1,3,"Medical",1834,4
"No",38,"Sales Representative","Sales",4,2,4,"Yes",4,2,1,1,"Female",2,2,20,"Marketing",1835,4
"No",26,"Sales Executive","Sales",4,3,5,"No",3,3,3,1,"Male",3,2,5,"Medical",1836,3
"No",58,"Research Director","Research & Development",3,3,2,"Yes",4,1,3,2,"Male",2,4,23,"Life Sciences",1837,3
"No",18,"Research Scientist","Research & Development",3,1,0,"No",3,2,3,3,"Female",0,1,0,"Medical",1839,3
"Yes",31,"Human Resources","Human Resources",1,3,1,"No",5,4,4,3,"Male",0,1,2,"Human Resources",1842,3
"Yes",29,"Human Resources","Human Resources",1,3,2,"Yes",3,1,2,4,"Male",2,1,4,"Human Resources",1844,3
"No",45,"Sales Executive","Sales",3,4,8,"No",4,3,3,2,"Female",7,2,10,"Life Sciences",1845,4
"No",36,"Research Scientist","Research & Development",2,3,1,"Yes",4,4,3,4,"Female",0,2,15,"Other",1847,4
"No",43,"Sales Executive","Sales",4,3,7,"No",4,1,3,3,"Male",7,2,7,"Life Sciences",1849,4
"No",27,"Laboratory Technician","Research & Development",4,2,5,"Yes",2,4,3,3,"Female",4,1,6,"Life Sciences",1850,3
"No",29,"Laboratory Technician","Research & Development",4,4,11,"No",1,4,3,2,"Male",8,1,11,"Medical",1852,3
"No",32,"Sales Executive","Sales",4,4,0,"No",4,4,3,3,"Male",0,2,4,"Marketing",1853,3
"No",42,"Research Scientist","Research & Development",3,2,6,"No",4,3,3,2,"Male",3,1,10,"Technical Degree",1854,4
"No",47,"Laboratory Technician","Research & Development",3,3,2,"No",4,2,3,3,"Female",2,1,7,"Life Sciences",1856,3
"No",46,"Manufacturing Director","Research & Development",4,2,9,"No",2,4,3,3,"Male",8,3,12,"Life Sciences",1857,3
"No",28,"Human Resources","Human Resources",4,3,3,"No",2,3,3,2,"Male",2,1,3,"Life Sciences",1858,3
"No",29,"Healthcare Representative","Research & Development",3,3,7,"No",1,4,1,4,"Male",0,2,11,"Life Sciences",1859,3
"No",42,"Laboratory Technician","Research & Development",3,3,0,"No",3,4,3,4,"Male",0,1,8,"Life Sciences",1860,3
"Yes",32,"Sales Executive","Sales",2,2,2,"Yes",4,3,2,3,"Male",2,2,7,"Marketing",1862,3
"No",46,"Sales Executive","Sales",1,3,19,"No",3,1,4,4,"Female",17,4,25,"Technical Degree",1863,3
"No",27,"Sales Representative","Sales",3,3,9,"No",1,2,2,4,"Female",8,2,9,"Medical",1864,4
"No",29,"Human Resources","Human Resources",2,3,1,"No",1,4,2,4,"Male",0,1,1,"Medical",1865,3
"No",43,"Manager","Research & Development",3,3,16,"No",3,1,2,4,"Female",12,5,21,"Medical",1866,3
"No",48,"Research Director","Research & Development",2,3,22,"No",3,4,2,4,"Male",10,5,29,"Life Sciences",1867,3
"Yes",29,"Research Scientist","Research & Development",4,2,1,"Yes",2,4,2,2,"Male",0,1,1,"Life Sciences",1868,4
"Yes",46,"Sales Executive","Sales",2,3,8,"No",3,3,3,3,"Female",7,3,14,"Life Sciences",1869,4
"No",27,"Research Scientist","Research & Development",1,2,7,"No",3,4,2,4,"Female",6,1,8,"Life Sciences",1870,3
"No",39,"Research Scientist","Research & Development",4,3,2,"No",4,4,3,2,"Male",2,2,7,"Other",1871,3
"No",55,"Research Scientist","Research & Development",4,4,5,"No",4,2,2,2,"Male",2,1,19,"Technical Degree",1873,4
"No",28,"Sales Representative","Sales",2,3,1,"No",3,2,3,4,"Female",0,1,1,"Medical",1875,3
"Yes",30,"Sales Representative","Sales",4,2,1,"No",3,2,3,3,"Male",0,1,1,"Medical",1876,3
"Yes",22,"Research Scientist","Research & Development",2,3,1,"Yes",1,4,3,1,"Male",0,1,1,"Life Sciences",1878,4
"No",36,"Sales Executive","Sales",3,3,10,"Yes",4,2,2,1,"Female",9,2,10,"Technical Degree",1880,3
"No",31,"Laboratory Technician","Research & Development",3,3,10,"No",3,2,3,1,"Male",8,2,10,"Life Sciences",1881,3
"No",34,"Sales Executive","Sales",4,3,5,"Yes",3,3,3,4,"Male",3,3,9,"Life Sciences",1882,3
"No",29,"Laboratory Technician","Research & Development",1,3,3,"No",3,4,3,2,"Male",2,1,11,"Life Sciences",1883,3
"No",37,"Research Scientist","Research & Development",1,3,5,"Yes",4,4,3,3,"Male",3,2,16,"Medical",1885,4
"No",35,"Manufacturing Director","Research & Development",2,3,3,"Yes",2,4,2,4,"Female",2,2,4,"Other",1886,3
"No",45,"Manufacturing Director","Research & Development",4,2,9,"No",2,2,2,4,"Female",8,2,10,"Life Sciences",1888,3
"No",36,"Human Resources","Human Resources",4,2,10,"No",1,2,2,4,"Male",1,2,10,"Human Resources",1890,4
"No",40,"Manager","Research & Development",1,3,19,"No",4,1,3,1,"Male",7,4,22,"Life Sciences",1892,3
"No",26,"Research Scientist","Research & Development",3,2,1,"Yes",2,2,2,3,"Female",0,1,1,"Life Sciences",1893,3
"No",27,"Sales Executive","Sales",3,2,8,"No",2,1,4,2,"Female",7,2,9,"Medical",1898,3
"No",48,"Manager","Research & Development",4,3,22,"No",3,4,3,2,"Female",17,4,24,"Medical",1900,3
"No",44,"Healthcare Representative","Research & Development",1,3,2,"No",4,2,4,4,"Male",0,2,10,"Life Sciences",1903,3
"Yes",34,"Research Scientist","Research & Development",1,3,5,"Yes",4,4,1,2,"Male",2,1,5,"Technical Degree",1905,4
"Yes",56,"Laboratory Technician","Research & Development",4,3,4,"No",2,1,3,4,"Male",2,1,5,"Life Sciences",1907,3
"No",36,"Sales Executive","Sales",2,1,4,"No",2,3,2,3,"Male",2,2,12,"Marketing",1908,3
"No",41,"Sales Executive","Sales",2,3,5,"No",3,3,3,3,"Female",4,2,14,"Marketing",1909,4
"No",42,"Research Director","Research & Development",1,4,13,"No",3,3,3,2,"Male",7,3,18,"Medical",1911,3
"No",31,"Sales Executive","Sales",4,3,5,"Yes",2,3,3,4,"Female",2,2,8,"Medical",1912,3
"No",34,"Sales Executive","Sales",4,2,4,"Yes",1,4,2,3,"Female",2,2,9,"Medical",1915,3
"No",31,"Laboratory Technician","Research & Development",3,2,2,"No",3,1,4,2,"Female",2,1,4,"Medical",1916,3
"No",26,"Laboratory Technician","Research & Development",4,3,7,"No",3,3,4,1,"Male",7,1,8,"Other",1918,3
"No",45,"Healthcare Representative","Research & Development",3,3,4,"No",4,2,3,3,"Male",2,2,12,"Medical",1922,3
"No",33,"Sales Executive","Sales",3,2,10,"No",4,2,3,2,"Male",4,2,10,"Marketing",1924,3
"No",28,"Sales Executive","Sales",4,3,7,"Yes",2,3,2,3,"Male",7,2,7,"Life Sciences",1927,3
"Yes",29,"Sales Representative","Sales",1,3,1,"No",3,3,4,4,"Male",0,1,1,"Technical Degree",1928,3
"No",39,"Sales Executive","Sales",3,3,3,"No",4,1,1,3,"Female",2,2,10,"Life Sciences",1929,3
"No",27,"Research Scientist","Research & Development",2,2,5,"No",4,2,3,3,"Male",3,1,6,"Technical Degree",1931,3
"No",34,"Research Scientist","Research & Development",4,3,15,"Yes",4,3,2,2,"Male",10,2,16,"Other",1932,3
"Yes",28,"Sales Executive","Sales",3,3,2,"Yes",2,4,3,4,"Female",0,2,6,"Marketing",1933,3
"No",47,"Research Scientist","Research & Development",2,4,8,"No",4,3,3,3,"Male",7,2,16,"Technical Degree",1934,3
"No",56,"Sales Executive","Sales",1,3,0,"No",5,4,2,3,"Female",0,2,6,"Marketing",1935,3
"No",39,"Manufacturing Director","Research & Development",1,3,10,"No",2,1,3,4,"Male",0,2,10,"Medical",1936,4
"No",38,"Research Scientist","Research & Development",2,3,20,"Yes",3,4,2,3,"Female",11,2,20,"Medical",1937,3
"No",58,"Manager","Sales",4,2,1,"Yes",3,4,3,3,"Female",0,4,29,"Life Sciences",1938,3
"Yes",32,"Research Scientist","Research & Development",3,3,4,"Yes",2,1,4,1,"Female",1,1,8,"Life Sciences",1939,3
"No",38,"Research Scientist","Research & Development",4,4,5,"No",2,2,3,4,"Male",2,1,10,"Life Sciences",1940,3
"No",49,"Research Director","Research & Development",4,3,5,"No",1,2,3,4,"Male",4,5,28,"Life Sciences",1941,3
"No",42,"Sales Executive","Sales",4,3,0,"Yes",4,2,3,3,"Male",0,2,14,"Marketing",1943,3
"Yes",27,"Human Resources","Human Resources",2,3,1,"No",3,1,2,1,"Female",0,1,1,"Human Resources",1944,3
"No",35,"Sales Executive","Sales",1,1,5,"No",4,2,3,4,"Male",3,2,6,"Medical",1945,3
"No",28,"Research Scientist","Research & Development",3,2,5,"No",3,3,3,3,"Male",3,1,5,"Medical",1947,3
"No",31,"Research Scientist","Research & Development",1,4,4,"Yes",2,3,3,4,"Male",2,1,4,"Medical",1948,3
"No",36,"Laboratory Technician","Research & Development",2,3,5,"No",4,1,4,2,"Male",4,1,5,"Life Sciences",1949,4
"No",34,"Sales Executive","Sales",4,2,14,"No",3,1,3,1,"Male",8,3,14,"Marketing",1950,4
"No",34,"Sales Executive","Sales",3,2,8,"No",4,4,3,3,"Male",7,3,9,"Medical",1951,3
"No",26,"Laboratory Technician","Research & Development",1,2,7,"No",3,3,3,4,"Male",7,1,8,"Medical",1952,3
"No",29,"Healthcare Representative","Research & Development",1,2,5,"No",3,1,3,1,"Male",3,2,6,"Life Sciences",1954,3
"No",32,"Healthcare Representative","Research & Development",4,3,5,"No",4,3,3,2,"Female",1,2,9,"Medical",1955,3
"No",31,"Research Scientist","Research & Development",1,3,10,"No",3,4,1,2,"Male",8,2,10,"Life Sciences",1956,4
"Yes",28,"Laboratory Technician","Research & Development",4,2,4,"No",3,3,2,1,"Male",1,1,6,"Technical Degree",1960,3
"No",38,"Sales Representative","Sales",1,2,1,"No",3,1,2,1,"Male",0,1,20,"Life Sciences",1961,3
"No",35,"Sales Executive","Sales",4,3,10,"Yes",4,3,3,4,"Female",8,2,10,"Life Sciences",1962,3
"No",27,"Sales Executive","Sales",4,3,7,"No",3,4,3,1,"Male",7,2,7,"Marketing",1965,3
"No",32,"Manufacturing Director","Research & Development",4,3,1,"No",4,4,2,2,"Male",0,2,8,"Life Sciences",1966,4
"Yes",31,"Sales Executive","Sales",4,3,10,"Yes",4,1,3,3,"Male",7,2,10,"Marketing",1967,3
"Yes",53,"Sales Executive","Sales",1,2,2,"Yes",4,1,3,2,"Male",2,3,15,"Life Sciences",1968,3
"No",54,"Research Scientist","Research & Development",3,2,4,"No",2,1,3,3,"Female",3,2,9,"Life Sciences",1969,3
"No",33,"Healthcare Representative","Research & Development",3,3,9,"No",2,4,3,3,"Male",7,2,9,"Life Sciences",1970,4
"No",43,"Healthcare Representative","Research & Development",3,3,10,"No",3,1,3,2,"Male",9,3,10,"Life Sciences",1971,3
"No",38,"Human Resources","Human Resources",2,3,6,"Yes",4,4,3,2,"Male",2,1,7,"Other",1972,3
"No",55,"Manager","Human Resources",2,3,10,"Yes",4,3,4,1,"Male",9,5,35,"Human Resources",1973,3
"No",31,"Laboratory Technician","Research & Development",4,3,1,"Yes",1,4,1,3,"Female",0,1,1,"Medical",1974,3
"No",39,"Sales Executive","Sales",1,3,20,"No",4,2,3,1,"Male",8,4,21,"Marketing",1975,3
"No",42,"Research Scientist","Research & Development",3,3,20,"No",2,4,2,4,"Male",9,2,20,"Life Sciences",1976,3
"No",31,"Research Director","Research & Development",3,4,11,"No",3,3,3,3,"Female",7,3,13,"Medical",1979,4
"No",54,"Manufacturing Director","Research & Development",1,3,5,"Yes",3,3,3,4,"Female",2,2,9,"Medical",1980,3
"No",24,"Healthcare Representative","Research & Development",3,2,4,"No",2,2,2,2,"Male",3,2,4,"Life Sciences",1981,3
"No",23,"Laboratory Technician","Research & Development",4,4,5,"No",2,4,3,3,"Male",2,1,5,"Other",1982,3
"No",40,"Laboratory Technician","Research & Development",3,4,10,"No",3,4,3,1,"Female",9,2,10,"Technical Degree",1985,3
"No",40,"Sales Executive","Sales",2,3,11,"No",2,2,3,3,"Female",8,2,15,"Marketing",1986,3
"No",25,"Human Resources","Human Resources",2,3,2,"No",3,3,3,3,"Female",0,1,6,"Human Resources",1987,3
"No",30,"Laboratory Technician","Research & Development",2,2,12,"No",2,4,3,3,"Male",8,1,12,"Medical",1989,3
"No",25,"Laboratory Technician","Research & Development",3,2,2,"Yes",1,4,3,3,"Male",2,1,7,"Other",1992,3
"No",47,"Healthcare Representative","Research & Development",3,3,17,"No",3,1,3,2,"Male",14,3,25,"Medical",1993,4
"No",33,"Laboratory Technician","Research & Development",3,2,1,"No",2,2,2,3,"Male",1,1,1,"Medical",1994,3
"No",38,"Sales Executive","Sales",2,3,15,"No",4,4,3,1,"Male",13,2,16,"Life Sciences",1995,3
"No",31,"Sales Representative","Sales",3,3,2,"No",2,1,3,3,"Male",2,1,3,"Life Sciences",1996,3
"No",38,"Manufacturing Director","Research & Development",3,3,8,"No",4,1,2,4,"Male",3,2,10,"Life Sciences",1997,3
"No",42,"Research Scientist","Research & Development",1,2,4,"Yes",4,4,3,3,"Male",3,2,9,"Life Sciences",1998,3
"No",41,"Research Scientist","Research & Development",4,3,5,"No",3,4,3,1,"Male",3,1,12,"Life Sciences",1999,4
"No",47,"Research Director","Research & Development",2,1,13,"No",1,3,3,1,"Female",8,3,14,"Medical",2000,3
"No",35,"Laboratory Technician","Research & Development",3,3,2,"Yes",4,4,3,3,"Male",2,1,5,"Medical",2003,3
"No",22,"Research Scientist","Research & Development",3,4,3,"No",2,4,3,4,"Male",2,1,4,"Life Sciences",2007,3
"No",35,"Research Scientist","Research & Development",3,3,10,"No",4,2,3,2,"Male",7,2,10,"Medical",2008,3
"No",33,"Healthcare Representative","Research & Development",4,3,9,"Yes",2,2,3,1,"Female",7,2,10,"Medical",2009,3
"No",32,"Laboratory Technician","Research & Development",2,3,6,"No",4,3,2,3,"Female",2,1,6,"Life Sciences",2010,3
"No",40,"Laboratory Technician","Research & Development",4,2,1,"No",4,1,3,3,"Male",0,1,8,"Life Sciences",2012,3
"No",32,"Sales Representative","Sales",2,3,2,"No",4,2,2,2,"Male",2,1,3,"Medical",2013,3
"No",39,"Research Scientist","Research & Development",4,3,7,"No",1,1,3,1,"Male",7,2,18,"Life Sciences",2014,3
"No",38,"Research Director","Research & Development",3,3,18,"No",3,2,1,1,"Female",16,3,20,"Medical",2015,3
"No",32,"Sales Executive","Sales",4,3,14,"No",4,3,3,3,"Female",10,3,14,"Marketing",2016,3
"No",37,"Research Director","Research & Development",4,3,16,"Yes",3,3,4,1,"Female",11,3,16,"Life Sciences",2017,4
"No",25,"Sales Executive","Sales",3,2,5,"Yes",2,1,3,2,"Female",3,2,6,"Other",2018,4
"No",52,"Sales Representative","Sales",4,2,9,"No",4,1,3,2,"Male",8,1,16,"Life Sciences",2019,3
